Date,WIKI/GOOG,WIKI/AMZN,WIKI/MCD,WIKI/DIS
2016-09-13,759.69,761.01,111.6560513652,91.316635815254
2016-09-14,762.49,761.09,112.09399456327,90.883201945149
2016-09-15,771.76,769.69,113.02827338581,91.119620419752
2016-09-16,768.88,778.52,112.19131527395,91.178725038402
2016-09-19,765.7,775.1,112.12319077647,91.247680426828
2016-09-20,771.41,780.22,113.32996758893,91.562905059632
2016-09-21,776.22,789.74,113.7971070002,91.011261952226
2016-09-22,787.21,804.7,114.21558605613,92.016040469287
2016-09-23,786.9,805.75,114.03067670584,91.878129692435
2016-09-26,774.21,799.16,113.40782415747,90.587678851896
2016-09-27,783.01,816.11,113.74844664486,90.351260377293
2016-09-28,781.56,828.72,112.09399456327,90.824097326499
2016-09-29,775.01,829.05,111.71444379161,90.430066535494
2016-09-30,777.29,837.31,112.2691718425,91.474248131656
2016-10-03,772.56,836.74,111.56846272559,91.109769649977
2016-10-04,776.43,834.03,110.45900662382,91.208277347728
2016-10-05,776.47,844.36,110.3714179842,91.070366570876
2016-10-06,776.86,841.66,110.86775360868,91.44469582233
2016-10-07,775.08,839.43,110.41034626847,91.109769649977
2016-10-10,785.94,841.71,111.63658722306,91.109769649977
2016-10-11,783.07,831.0,110.63418390304,90.489171154145
2016-10-12,786.14,834.09,111.63658722306,90.045886514265
2016-10-13,778.19,829.28,112.31783219784,89.760214190787
2016-10-14,778.53,822.96,111.03319881684,89.937528046739
2016-10-17,779.96,812.95,109.39821087738,89.474541867309
2016-10-18,795.26,817.65,108.26929063348,89.809468039662
2016-10-19,801.56,817.69,108.27902270454,90.558126542571
2016-10-20,796.97,810.32,107.60750980084,90.656634240322
2016-10-21,799.37,818.99,110.87748567975,91.641711217833
2016-10-24,813.11,838.09,110.52713112129,91.976637390186
2016-10-25,807.67,835.18,109.6999050805,91.36588966413
2016-10-26,799.07,822.59,109.10624874534,92.094846627488
2016-10-27,795.35,818.36,109.07705253213,92.616937425568
2016-10-28,795.37,776.32,109.09651667427,92.449474339391
2016-10-31,784.54,789.82,109.55392401447,91.306785045479
2016-11-01,783.61,785.41,109.24249774029,91.011261952226
2016-11-02,768.7,765.56,109.37874673525,90.53842500302
2016-11-03,762.13,767.03,108.72669797368,91.976637390186
2016-11-04,762.02,755.05,108.06491714104,91.070366570876
2016-11-07,782.52,784.93,109.79722579118,93.020818986348
2016-11-08,790.51,787.75,111.05266295897,92.971565137472
2016-11-09,785.31,771.88,111.89935314191,93.227685151625
2016-11-10,762.56,742.38,111.4419458017,93.542909784428
2016-11-11,754.02,739.01,111.15971574072,96.222319163258
2016-11-14,736.08,719.07,114.70218960954,96.458737637861
2016-11-15,758.49,743.24,115.14986487868,96.242020702808
2016-11-16,764.48,746.49,116.01601920374,97.640830010874
